NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-10190","1019 | BSR | AC |  10905 rue Basile-Routhier : Parc Basile-Routhier","10905A rue Basile Routhier Montréal QC H2C 3H5","Montréal","QC","Niveau 2","par heure",,-73.671649,45.557084
"CEA-10521","5020 | BSR | PMR | 4604 Parc","4604 Avenue du Parc Montréal QC H2V 4E5","Montréal","QC","Niveau 2","par heure","sur rue",-73.591353,45.517302
"CEA-10518","5020 | BSR | PMR | 4604 Parc","4604 Avenue du Parc Montréal QC H2V 4E5","Montréal","QC","Niveau 2","par heure","sur rue",-73.591353,45.517302
"CEA-10517","5021 | BSR | PMR | 375 St-Viateur","375A St-Viateur Montréal QC H2V 4B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.602802,45.521651
"CEA-10529","5021 | BSR | PMR | 375 St-Viateur","375A St-Viateur Montréal QC H2V 4B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.602802,45.521651
"CEA-10585","5022 | BSR | PMR | 4490 Fabre","4490 Rue Fabre Montréal QC H2J 3V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.575622,45.531321
"CEA-10560","5022 | BSR | PMR | 4490 Fabre","4490 Rue Fabre Montréal QC H2J 3V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.575622,45.531321
"CEA-11291","5023 | BSR | PMR | 4752 Berri","4752 Berri Montréal QC H2J 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.585349,45.526525
"CEA-11243","5023 | BSR | PMR | 4752 Berri","4752 Berri Montréal QC H2J 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.585349,45.526525
"CEA-11458","5024 | BSR | PMR | 387 Villeneuve","387 Rue Villeneuve Est Montréal QC H2T 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585996,45.525091
"CEA-11310","5024 | BSR | PMR | 387 Villeneuve","387 Rue Villeneuve Est Montréal QC H2T 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585996,45.525091
"CEA-11016","5025 | BSR | PMR | 4169 St-Hubert","4169 Rue St-Hubert Montréal QC H2L 4A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576275,45.523482
"CEA-11031","5025 | BSR | PMR | 4169 St-Hubert","4169 Rue St-Hubert Montréal QC H2L 4A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576275,45.523482
"CEA-11320","5026 | BSR | PMR | 5561 St-Dominique","5561 rue Saint-Dominique Montréal QC H2T 1A5","Montréal","QC","Niveau 2","par heure","sur rue",-73.598664,45.526635
"CEA-11357","5026 | BSR | PMR | 5561 St-Dominique","5561 rue Saint-Dominique Montréal QC H2T 1A5","Montréal","QC","Niveau 2","par heure","sur rue",-73.598664,45.526635
"CEA-11229","5027 | BSR | PMR | 3820 Laval","3820 Avenue Laval Montréal QC H2W 2J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.574396,45.51786
"CEA-11216","5027 | BSR | PMR | 3820 Laval","3820 Avenue Laval Montréal QC H2W 2J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.574396,45.51786
"CEA-11199","5028 | BSR | PMR | 640 Prince-Arthur O","640 Rue Prince Arthur O Montréal QC H2X 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.578318,45.507682
"CEA-11201","5028 | BSR | PMR | 640 Prince-Arthur O","640 Rue Prince Arthur O Montréal QC H2X 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.578318,45.507682
"CEA-11027","5029 | BSR | PMR | 2025 Masson","2025 Rue Masson Montréal QC H2H 2P7","Montréal","QC","Niveau 2","par heure",,-73.58224,45.539172
"CEA-10972","5029 | BSR | PMR | 2025 Masson","2025 Rue Masson Montréal QC H2H 2P7","Montréal","QC","Niveau 2","par heure","sur rue",-73.58224,45.539172
"CEA-12065","5030 | BSR | PMR | 4332 Messier","4332 Rue Messier Montréal QC H2H 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.568045,45.535601
"CEA-12060","5030 | BSR | PMR | 4332 Messier","4332 Rue Messier Montréal QC H2H 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.568045,45.535601
"CEA-12054","5032 | BSR | PMR | 3553 St-Laurent","3553 St-Laurent Montréal QC H2X 2V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572131,45.513641
"CEA-12063","5032 | BSR | PMR | 3553 St-Laurent","3553 St-Laurent Montréal QC H2X 2V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572131,45.513641
"CEA-12068","5034 | BSR | PMR | 5223 St-Laurent","5223 St-Laurent Montréal QC H2T 1S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.595115,45.524183
"CEA-12057","5034 | BSR | PMR | 5223 St-Laurent","5223 St-Laurent Montréal QC H2T 1S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.595115,45.524183
"CEA-12069","5035 | BSR | PMR | 5110 Chambord","5110 Chambord Montréal QC H2J 3N5","Montréal","QC","Niveau 2","par heure","sur rue",-73.584577,45.533061
"CEA-12025","5035 | BSR | PMR | 5110 Chambord","5110 Chambord Montréal QC H2J 3N5","Montréal","QC","Niveau 2","par heure","sur rue",-73.584577,45.533061
"CEA-12454","6001 | BSR | VM | 800 Gauvin","800 rue du Square Victoria Montréal QC H4Z 1A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.56134,45.500852
"CEA-12459","6001 | BSR | VM | 800 Gauvin","800 rue du Square Victoria Montréal QC H4Z 1A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.56134,45.500852
"CEA-11859","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.56276,45.507908
"CEA-11965","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.56276,45.507908
"CEA-12799","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.56276,45.507908
"CEA-12811","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.56276,45.507908
"CEA-12864","6008 | BSR | VM | 1914 Parthenais","1914 Parthenais Montréal QC H2K 3S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.55497,45.52888
"CEA-12937","6008 | BSR | VM | 1914 Parthenais","1914 Parthenais Montréal QC H2K 3S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.55497,45.52888
"CEA-12933","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.55232,45.527727
"CEA-12934","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.55232,45.527727
"CEA-12940","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.55232,45.527727
"CEA-12935","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.55232,45.527727
"CEA-12312","6038 | BSR | VM | 1405 Dufresne","1405 Dufresne Montréal QC H2K 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.547396,45.528399
"CEA-11302","6039 | BSR | VM | 2251 Lorimier","2251 Lorimier Ave Montréal QC H2K 3X4","Montréal","QC","Niveau 2","par heure",,-73.560579,45.52969
"CEA-11312","6039 | BSR | VM | 2251 Lorimier","2251 Lorimier Ave Montréal QC H2K 3X4","Montréal","QC","Niveau 2","par heure",,-73.560579,45.52969
"CEA-12301","6040 | BSR | VM | 1085 Berri","1085 Berri Montréal QC H2L 4C5","Montréal","QC","Niveau 2","par heure","sur rue",-73.55662,45.513366
"CEA-12308","6040 | BSR | VM | 1085 Berri","1085 Berri Montréal QC H2L 4C5","Montréal","QC","Niveau 2","par heure","sur rue",-73.55662,45.513366
"CEA-12302","6041 | BSR | VM | 1071 St-Laurent","1071 St-Laurent Montréal QC H2Z 1J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.560876,45.508594
"CEA-12316","6041 | BSR | VM | 1071 St-Laurent","1071 St-Laurent Montréal QC H2Z 1J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.560876,45.508594
"CEA-11800","6042 | BSR | VM | 700 Wellington","700 Wellington Montréal QC H3C 3S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.555286,45.498075
"CEA-11806","6042 | BSR | VM | 700 Wellington","700 Wellington Montréal QC H3C 3S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.555286,45.498075
"CEA-12293","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.559962,45.500743
"CEA-12305","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.559962,45.500743
"CEA-14774","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure",,-73.559962,45.500743
"CEA-14799","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure",,-73.559962,45.500743
"CEA-12306","6045 | BSR | VM | 3400 Redpath","3400 Redpath Montréal QC H3G 1L2","Montréal","QC","Niveau 2","par heure",,-73.580836,45.498139
"CEA-12307","6045 | BSR | VM | 3400 Redpath","3400 Redpath Montréal QC H3G 1L2","Montréal","QC","Niveau 2","par heure",,-73.580836,45.498139
"CEA-11155","6046 | BSR | VM | 1435 Wolfe","1435 Wolfe Montréal QC H2L 2G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.556906,45.518083
"CEA-11157","6046 | BSR | VM | 1435 Wolfe","1435 Wolfe Montréal QC H2L 2G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.556906,45.518083
"CEA-11801","6047 | BSR | VM | 1278 St-Mathieu","1278 St-Mathieu Montréal QC H3H 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.578921,45.493563
"CEA-11788","6047 | BSR | VM | 1278 St-Mathieu","1278 St-Mathieu Montréal QC H3H 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.578921,45.493563
"CEA-12285","6048 | BSR | VM | 2014 Hôtel de ville","2014 Hôtel de ville Montréal QC H2X 3Y6","Montréal","QC","Niveau 2","par heure","sur rue",-73.566362,45.513658
"CEA-12295","6048 | BSR | VM | 2014 Hôtel de ville","2014 Hôtel de ville Montréal QC H2X 3Y6","Montréal","QC","Niveau 2","par heure","sur rue",-73.566362,45.513658
"CEA-12310","6049 | BSR | VM | 2112 St-Laurent","2112 St-Laurent Montréal QC H2X 1C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568993,45.512226
"CEA-12313","6049 | BSR | VM | 2112 St-Laurent","2112 St-Laurent Montréal QC H2X 1C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568993,45.512226
"CEA-12286","6050 | BSR | VM | 1100 Robert-Bourassa","1100 Robert-Bourassa Montréal QC H3B 2G7","Montréal","QC","Niveau 2","par heure","sur rue",-73.567076,45.501537
"CEA-10820","7021 | BSR | CDN-NDG | 6600 ave Darlington","6600 Avenue de Darlington Montréal QC H3S 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630205,45.509064
"CEA-10834","7021 | BSR | CDN-NDG | 6600 ave Darlington","6600 Avenue de Darlington Montréal QC H3S 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630205,45.509064
"CEA-10861","7022 | BSR | CDN-NDG | 3756 Queen Mary","3756 Chemin Queen Mary Montréal QC H3V 1A6","Montréal","QC","Niveau 2","par heure","sur rue",-73.619645,45.494166
"CEA-10959","7022 | BSR | CDN-NDG | 3756 Queen Mary","3756 Chemin Queen Mary Montréal QC H3V 1A6","Montréal","QC","Niveau 2","par heure","sur rue",-73.619645,45.494166
"CEA-13408","7023 | BSR | CDN-NDG | 5860 ch. de la Côte Des Neiges","5860 Chemin de la Côte des Neiges Montréal QC H3S 1Y9","Montréal","QC","Niveau 2","par heure",,-73.629924,45.49975
"CEA-13422","7023 | BSR | CDN-NDG | 5860 ch. de la Côte Des Neiges","5860 Chemin de la Côte des Neiges Montréal QC H3S 1Y9","Montréal","QC","Niveau 2","par heure",,-73.629924,45.49975
"CEA-10724","7024 | BSR | CDN-NDG | 2940 Côte Ste-Catherine","2940 Côte Ste-Catherine Montréal QC H3S 2C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.621948,45.504899
"CEA-10539","7024 | BSR | CDN-NDG | 2940 Côte Ste-Catherine","2940 Côte Ste-Catherine Montréal QC H3S 2C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.621948,45.504899
"CEA-14736","7025 Marie-Victorin - Montréal","7025 Rue Marie-Victorin Montréal QC H1G 2J7","Montréal","QC","Niveau 2","par heure",,-73.60726,45.617828
"CEA-10958","7025 | BSR | CDN-NDG | 7440 Décarie","7440 boul Décarie Montréal QC H4P 2N1","Montréal","QC","Niveau 2","par heure",,-73.65421,45.494349
"CEA-10351","7025 | BSR | CDN-NDG | 7440 Décarie","7440 boul Décarie Montréal QC H4P 2N1","Montréal","QC","Niveau 2","par heure",,-73.65421,45.494349
"CEA-10950","7025 | BSR | CDN-NDG | 7440 Décarie","7440 boul Décarie Montréal QC H4P 2N1","Montréal","QC","Niveau 2","par heure",,-73.65421,45.494349
"CEA-10386","7025 | BSR | CDN-NDG | 7440 Décarie","7440 boul Décarie Montréal QC H4P 2N1","Montréal","QC","Niveau 2","par heure",,-73.65421,45.494349
"CEA-13447","7026 | BSR | CDN-NDG | 4237 blv. Décarie","4237 blv. Décarie Montréal QC H4A 3K4","Montréal","QC","Niveau 2","par heure",,-73.619226,45.479078
"CEA-13817","7026 | BSR | CDN-NDG | 4237 blv. Décarie","4237 blv. Décarie Montréal QC H4A 3K4","Montréal","QC","Niveau 2","par heure",,-73.619226,45.479078
"CEA-10741","7027 | BSR | CDN-NDG | 6521 Décarie","6521 boul. Decarie Montréal QC H3W 3E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.645548,45.491264
"CEA-10664","7027 | BSR | CDN-NDG | 6521 Décarie","6521 boul. Decarie Montréal QC H3W 3E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.645548,45.491264
"CEA-10952","7028 | BSR | CDN-NDG | 7335 Ostell Cr.","7335 Ostell Cr. Montréal QC H4P 1Y7","Montréal","QC","Niveau 2","par heure","sur rue",-73.6471,45.500736
"CEA-10832","7028 | BSR | CDN-NDG | 7335 Ostell Cr.","7335 Ostell Cr. Montréal QC H4P 1Y7","Montréal","QC","Niveau 2","par heure","sur rue",-73.6471,45.500736
"CEA-11211","7029 | BSR | CDN-NDG | 2405 Cote Ste-Catherine","2405 Chemin de la Côte-Sainte-Catherine Montréal QC H3T 1A8","Montréal","QC","Niveau 2","par heure",,-73.61836,45.508874
"CEA-11227","7029 | BSR | CDN-NDG | 2405 Cote Ste-Catherine","2405 Chemin de la Côte-Sainte-Catherine Montréal QC H3T 1A8","Montréal","QC","Niveau 2","par heure",,-73.61836,45.508874
"CEA-11228","7030 | BSR | CDN-NDG | 4268 Royal","4268 Avenue Royal Montréal QC H4A 2M5","Montréal","QC","Niveau 2","par heure","sur rue",-73.625817,45.471682
"CEA-10872","7003 | BSR | CDN-NDG | 5038 rue Sherbrooke O","5038 Sherbrooke O Montréal QC H4A 1S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.606153,45.476487
"CEA-10326","7004 | BSR | CDN-NDG | 5620 Chemin de la Côte-St-Luc","5620 Chemin de la Côte-St-Luc Montréal QC H3X 2E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.629689,45.478208
"CEA-10343","7004 | BSR | CDN-NDG | 5620 Chemin de la Côte-St-Luc","5620 Chemin de la Côte-St-Luc Montréal QC H3X 2E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.629689,45.478208
"CEA-10382","7005 | BSR | CDN-NDG | 3333 Côte Ste-Catherine","3333 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.626197,45.500176
"CEA-10375","7005 | BSR | CDN-NDG | 3333 Côte Ste-Catherine","3333 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure",,-73.626197,45.500176
"CEA-12423","7005 | BSR | CDN-NDG | 3333 Côte Ste-Catherine","3333 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.626197,45.500176
"CEA-12424","7005 | BSR | CDN-NDG | 3333 Côte Ste-Catherine","3333 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.626197,45.500176
"CEA-10370","7006 | BSR | CDN-NDG | 3340 Côte Ste-Catherine","3340 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.626006,45.5001
"CEA-10376","7006 | BSR | CDN-NDG | 3340 Côte Ste-Catherine","3340 Côte Ste-Catherine Montréal QC H1W 2C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.626006,45.5001
"CEA-10350","7007 | BSR | CDN-NDG | 3506 Lacombe","3506 ave. Lacombe Montréal QC H3T 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.622784,45.4974
"CEA-10347 ","7007 | BSR | CDN-NDG | 3506 Lacombe","3506 ave. Lacombe Montréal QC H3T 1M1","Montréal","QC","Niveau 2","par heure",,-73.622784,45.4974
"CEA-10380","7008 | BSR | CDN-NDG | 6200 Côte Des-Neiges","6200 ch. de la Côte-des-Neiges Montréal QC H3S 2A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.632462,45.500598
"CEA-10383","7008 | BSR | CDN-NDG | 6200 Côte Des-Neiges","6200 ch. de la Côte-des-Neiges Montréal QC H3S 2A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.632462,45.500598
"CEA-10356","7009 | BSR | CDN-NDG |5137 Décarie","5137 Décarie Montréal QC H3W 3C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.629705,45.484167
"CEA-10359","7009 | BSR | CDN-NDG |5137 Décarie","5137 Décarie Montréal QC H3W 3C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.629705,45.484167
"CEA-10582","7010 | BSR | CDN-NDG | 6205 Sherbrooke Ouest","6205 Sherbrooke O Montréal QC H4B 2X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.623781,45.466759
"CEA-10837","7010 | BSR | CDN-NDG | 6205 Sherbrooke Ouest","6205 Sherbrooke O Montréal QC H4B 2X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.623781,45.466759
"CEA-15429","7011 | BSR | CDN-NDG | 6190 Monkland","6190 Monkland Montréal QC H4B 2X6","Montréal","QC","Niveau 2","par heure",,-73.628219,45.469082
"CEA-15419","7011 | BSR | CDN-NDG | 6190 Monkland","6190 Monkland Montréal QC H4B 2X6","Montréal","QC","Niveau 2","par heure",,-73.628219,45.469082
"CEA-10939","7012 | BSR | CDN-NDG | 1070 Decarie","1070 Boulevard Décarie Montréal QC H4A 3H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.604066,45.471952
"CEA-10940","7012 | BSR | CDN-NDG | 1070 Decarie","1070 Boulevard Décarie Montréal QC H4A 3H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.604066,45.471952
"CEA-10140","7012 | BSR | CDN-NDG | 1070 Decarie","1070 Boulevard Décarie Montréal QC H4A 3H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.604066,45.471952
"CEA-15380","7062 | BSR | CDN-NDG | 3770 Royal","3770 Avenue Royal Montréal QC H4A 2M2","Montréal","QC","Niveau 2","par heure",,-73.620176,45.469067
"CEA-13434","6073 | BSR | VM | 1450 Chomedey","1450 Chomedey Montréal QC H3H 2A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.583714,45.491511
"CEA-13442","6073 | BSR | VM | 1450 Chomedey","1450 Chomedey Montréal QC H3H 2A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.583714,45.491511
"CEA-13411","6073 | BSR | VM | 1450 Chomedey","1450 Chomedey Montréal QC H3H 2A7","Montréal","QC","Niveau 2","par heure",,-73.583714,45.491511
"CEA-13491","6074 | BSR | VM | 2385 Gascon","2385 Gascon Montréal QC H2K 2W4","Montréal","QC","Niveau 2","par heure","sur rue",-73.557723,45.536257
"CEA-13501","6074 | BSR | VM | 2385 Gascon","2385 Gascon Montréal QC H2K 2W4","Montréal","QC","Niveau 2","par heure","sur rue",-73.557723,45.536257
"CEA-13778","6075 | BSR | VM | 1000 pl. Jean-Paul Riopelle","1000 Place Jean-Paul-Riopelle Montréal QC H2Z 2B3","Montréal","QC","Niveau 2","par heure",,-73.56126,45.502991
"CEA-13763","6075 | BSR | VM | 1000 pl. Jean-Paul Riopelle","1000 Place Jean-Paul-Riopelle Montréal QC H2Z 2B3","Montréal","QC","Niveau 2","par heure",,-73.56126,45.502991
"CEA-13760","6075 | BSR | VM | 1000 pl. Jean-Paul Riopelle","1000 Place Jean-Paul-Riopelle Montréal QC H2Z 2B3","Montréal","QC","Niveau 2","par heure",,-73.56126,45.502991
"CEA-13761","6075 | BSR | VM | 1000 pl. Jean-Paul Riopelle","1000 Place Jean-Paul-Riopelle Montréal QC H2Z 2B3","Montréal","QC","Niveau 2","par heure",,-73.56126,45.502991
"CEA-14586","6076 | BSR | VM | 1040 rue De Bleury","1040 rue De Bleury Montréal QC H2Z 1M7","Montréal","QC","Niveau 2","par heure",,-73.562553,45.50418
"CEA-14585","6076 | BSR | VM | 1040 rue De Bleury","1040 rue De Bleury Montréal QC H2Z 1M7","Montréal","QC","Niveau 2","par heure",,-73.562553,45.50418
"CEA-14595","6076 | BSR | VM | 1040 rue De Bleury","1040 rue De Bleury Montréal QC H2Z 1M7","Montréal","QC","Niveau 2","par heure",,-73.562553,45.50418
"CEA-14594","6076 | BSR | VM | 1040 rue De Bleury","1040 rue De Bleury Montréal QC H2Z 1M7","Montréal","QC","Niveau 2","par heure",,-73.562553,45.50418
"CEA-14485","6079 | BSR | VM | 2060 Tupper","2060 rue Tupper Montréal QC H3H 1N8","Montréal","QC","Niveau 2","par heure",,-73.580627,45.491156
"CEA-14487","6079 | BSR | VM | 2060 Tupper","2060 rue Tupper Montréal QC H3H 1N8","Montréal","QC","Niveau 2","par heure",,-73.580627,45.491156
"CEA-14599","6079 | BSR | VM | 2060 Tupper","2060 rue Tupper Montréal QC H3H 1N8","Montréal","QC","Niveau 2","par heure",,-73.580627,45.491156
"CEA-14627","6079 | BSR | VM | 2060 Tupper","2060 rue Tupper Montréal QC H3H 1N8","Montréal","QC","Niveau 2","par heure",,-73.580627,45.491156
"CEA-15005","6081 | BSR | VM | 370 St-André","370 Rue Saint-André Montréal QC H2L 0C4","Montréal","QC","Niveau 2","par heure",,-73.550101,45.512836
"CEA-15006","6081 | BSR | VM | 370 St-André","370 Rue Saint-André Montréal QC H2L 0C4","Montréal","QC","Niveau 2","par heure",,-73.550101,45.512836
"CEA-14821","6081 | BSR | VM | 370 St-André","370 Rue Saint-André Montréal QC H2L 0C4","Montréal","QC","Niveau 2","par heure",,-73.550101,45.512836
"CEA-14816","6081 | BSR | VM | 370 St-André","370 Rue Saint-André Montréal QC H2L 0C4","Montréal","QC","Niveau 2","par heure",,-73.550101,45.512836
"CEA-15495","6082 | BSR | VM | 1214 de la Montagne","1214 Rue de la Montagne Montréal QC H3G 1Z1","Montréal","QC","Niveau 2","par heure",,-73.573988,45.497317
"CEA-15477","6082 | BSR | VM | 1214 de la Montagne","1214 Rue de la Montagne Montréal QC H3G 1Z1","Montréal","QC","Niveau 2","par heure",,-73.573988,45.497317
"CEA-14956","6082 | BSR | VM | 1214 de la Montagne","1214 Rue de la Montagne Montréal QC H3G 1Z1","Montréal","QC","Niveau 2","par heure",,-73.573988,45.497317
"CEA-14951","6082 | BSR | VM | 1214 de la Montagne","1214 Rue de la Montagne Montréal QC H3G 1Z1","Montréal","QC","Niveau 2","par heure",,-73.573988,45.497317
"CEA-15414","6083 - 1275 Alexandre de Sèves","1275 Rue Alexandre-DeSève Montréal QC H2L 2V2","Montréal","QC","Niveau 2","par heure",,-73.552507,45.521055
"CEA-15410","6083 - 1275 Alexandre de Sèves","1275 Rue Alexandre-DeSève Montréal QC H2L 2V2","Montréal","QC","Niveau 2","par heure",,-73.552507,45.521055
"CEA-14781","6083 - 1275 Alexandre de Sèves","1275 Rue Alexandre-DeSève Montréal QC H2L 2V2","Montréal","QC","Niveau 2","par heure",,-73.552507,45.521055
"CEA-14898","6083 - 1275 Alexandre de Sèves","1275 Rue Alexandre-DeSève Montréal QC H2L 2V2","Montréal","QC","Niveau 2","par heure",,-73.552507,45.521055
"CEA-14766","6084 | BSR | VM | 333 Viger","333 Avenue Viger Ouest Montréal QC H2Z 0A3","Montréal","QC","Niveau 2","par heure",,-73.561893,45.50409
"CEA-14782","6084 | BSR | VM | 333 Viger","333 Avenue Viger Ouest Montréal QC H2Z 0A3","Montréal","QC","Niveau 2","par heure",,-73.561893,45.50409
"CEA-15326","6084 | BSR | VM | 333 Viger","333 Avenue Viger Ouest Montréal QC H2Z 0A3","Montréal","QC","Niveau 2","par heure",,-73.561893,45.50409
"CEA-15334","6084 | BSR | VM | 333 Viger","333 Avenue Viger Ouest Montréal QC H2Z 0A3","Montréal","QC","Niveau 2","par heure",,-73.561893,45.50409
"CEA-15002","6085 | BSR | VM | 1839 St-Christophe","1839 Rue Saint-Christophe Montréal QC H2L 3W9","Montréal","QC","Niveau 2","par heure",,-73.563687,45.518326
"CEA-15001","6085 | BSR | VM | 1839 St-Christophe","1839 Rue Saint-Christophe Montréal QC H2L 3W9","Montréal","QC","Niveau 2","par heure",,-73.563687,45.518326
"CEA-15332","6090 | BSR | VM | 2005 De Champlain","2005 De Champlain Montréal QC H2L 2T3","Montréal","QC","Niveau 2","par heure",,-73.56038,45.525175
"CEA-14803","6090 | BSR | VM | 2005 De Champlain","2005 De Champlain Montréal QC H2L 2T3","Montréal","QC","Niveau 2","par heure",,-73.56038,45.525175
"CEA-15329","6090 | BSR | VM | 2005 De Champlain","2005 De Champlain Montréal QC H2L 2T3","Montréal","QC","Niveau 2","par heure",,-73.56038,45.525175
"CEA-14755","6090 | BSR | VM | 2005 De Champlain","2005 De Champlain Montréal QC H2L 2T3","Montréal","QC","Niveau 2","par heure",,-73.56038,45.525175
"CEA-10369","7001 | BSR | CDN-NDG | 3405 Grand Boulevard","3405 Grand Boulevard Montréal QC H4B 2X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.623583,45.466805
"CEA-10371","7001 | BSR | CDN-NDG | 3405 Grand Boulevard","3405 Grand Boulevard Montréal QC H4B 2X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.623583,45.466805
"CEA-10379","7002 | BSR | CDN-NDG | 5252 Sherbrooke O","5252 Sherbrooke O Montréal QC H4A 3K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.608302,45.474621
"CEA-10381","7002 | BSR | CDN-NDG | 5252 Sherbrooke O","5252 Sherbrooke O Montréal QC H4A 3K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.608302,45.474621
